SiteCode,SurveyID,SurveyDate,SiteLat,Survey.T.Match,ECOregion,Barren_former_AB,Barren_former_SPR,SiteLong,realm,Country,Location,Depth,absSiteLat,r.SiteLat,CTI,CTDiv,AvrgBreadth,SDBreadth,CTImax,CTImax_fish_ECS,CTDiv_fish_ECS,AvrgBreadth_fish_ECS,sdSTI,STR,sdSTR,FRic,Richness_warmF,Abundance_warmF,Richness_coldF,Abundance_coldF,Richness_coldF_perc,Richness_warmF_perc,Anomaly,CTIsensitivity,COMBINED_SCORE,Site_Rich,Site_AB
CAN75,912345092,2015-05-03,28.033,23.76000023,Azores Canaries Madeira,312,1,-17.183,Temperate Northern Atlantic,Spain,La Gomera,8.6,28.033,28,21.99398335,3.014176036,15.27730016,4.423318643,29.63263342,0.769528061,0.565227675,-0.03799557,3.227249217,17.21035189,5.090291568,0.249283115,6,146,4,283,26.66666667,40,2.674557213,Medium,Barren,15,787
CAN76,912345093,2015-05-03,28.084283,23.76000023,Azores Canaries Madeira,182,2,-17.112481,Temperate Northern Atlantic,Spain,La Gomera,5.4,28.084283,28,22.69317316,2.484969538,14.14750011,4.241181139,29.76692321,1.381719522,-0.821696826,-0.984077654,3.227249217,17.21035189,5.090291568,0.173200414,5,49,2,61,15.38461538,38.46153846,2.674557213,Medium,Barren,13,244
CAN76,912345094,2015-05-03,28.084283,23.76000023,Azores Canaries Madeira,263,2,-17.112481,Temperate Northern Atlantic,Spain,La Gomera,5,28.084283,28,22.79473216,2.160962725,13.88767859,3.657759854,29.73857145,1.252471372,-1.670841705,-1.201649321,3.227249217,17.21035189,5.090291568,0.173200414,5,41,1,70,7.142857143,35.71428571,2.674557213,Medium,Barren,14,452
CAN8,34003961,2011-10-13,28.42147,27.89999962,Azores Canaries Madeira,179,3,-16.55299,Temperate Northern Atlantic,Spain,Tenerife,10,28.42147,28,20.64318314,2.813170318,17.49856687,4.92692848,29.39246657,-0.325328791,0.038439443,1.822068632,3.227249217,17.21035189,5.090291568,0.124593819,3,49,7,56,46.66666667,20,2.674557213,Medium,Barren,15,412
CAN9,34003031,2011-10-13,28.41944,27.89999962,Azores Canaries Madeira,199,3,-16.53035,Temperate Northern Atlantic,Spain,Tenerife,9,28.41944,28,21.06936655,3.018945724,16.29353333,4.850285246,29.21613321,-1.129185732,0.577727895,0.812986857,3.227249217,17.21035189,5.090291568,0.158536508,5,79,6,45,40,33.33333333,2.674557213,Medium,Barren,15,1382
CAT1,912345275,2015-06-03,41.672009,10.45999908,Western Mediterranean,85,2,2.802077,Temperate Northern Atlantic,Spain,Girona,8,41.672009,42,16.69986375,0.56535934,19.12336464,1.903007835,26.26154607,-1.178397382,-1.731315128,-0.286492504,2.370413835,18.60952048,2.901612256,0.074283171,1,1,5,84,45.45454545,9.090909091,3.188850624,Medium,Kelp,11,273
CAT2,912345273,2015-06-04,41.7217,10.45999908,Western Mediterranean,167,2,2.9399,Temperate Northern Atlantic,Spain,Girona,9,41.7217,42,16.96189996,0.988169748,18.80913445,1.938968436,26.36646719,-0.884090702,-0.09361328,-1.123043331,2.370413835,18.60952048,2.901612256,0.123449043,4,53,6,80,40,26.66666667,3.188850624,Medium,Kelp,15,1270
CAT3,912345274,2015-06-04,41.72075,10.45999908,Western Mediterranean,121,2,2.94003,Temperate Northern Atlantic,Spain,Girona,4,41.72075,42,17.25925004,0.936449826,19.93850092,1.569373132,27.2285005,1.533936942,-0.293943761,1.883581986,2.370413835,18.60952048,2.901612256,0.083679155,3,60,3,17,30,30,3.188850624,Medium,Kelp,10,1208
CAT4,912345276,2015-06-05,41.676637,10.45999908,Western Mediterranean,232,2,2.809835,Temperate Northern Atlantic,Spain,Girona,4,41.676637,42,16.75953126,1.003046737,18.81543845,2.223448018,26.16725048,-1.442899147,-0.035989175,-1.106260682,2.370413835,18.60952048,2.901612256,0.085223307,2,85,6,64,37.5,12.5,3.188850624,Medium,Barren,16,629
CAT5,912345277,2015-06-05,41.681938,10.45999908,Western Mediterranean,268,2,2.816245,Temperate Northern Atlantic,Spain,Girona,5,41.681938,42,17.12774987,0.936002236,19.32216762,2.04698139,26.78883368,0.300659179,-0.295677444,0.242765348,2.370413835,18.60952048,2.901612256,0.136743022,5,21,4,43,22.22222222,27.77777778,3.188850624,Medium,Barren,18,275
CAT5,912345289,2015-06-05,41.681938,10.45999908,Western Mediterranean,62,2,2.816245,Temperate Northern Atlantic,Spain,Girona,7,41.681938,42,16.84053123,1.29489958,19.56606343,1.932782848,26.62356295,-0.162929878,1.094465352,0.892070369,2.370413835,18.60952048,2.901612256,0.072500653,3,20,4,50,25,18.75,3.188850624,Medium,Kelp,16,435
CAT6,912345278,2015-06-06,41.770992,10.38999939,Western Mediterranean,135,2,3.030413,Temperate Northern Atlantic,Spain,Girona,5,41.770992,42,17.05897898,1.414862621,18.83104227,3.080662002,26.47450012,-0.581055296,1.559126792,-1.064719828,2.370413835,18.60952048,2.901612256,0.128537219,3,24,5,35,41.66666667,25,3.188850624,Medium,Kelp,12,107
CAT7,912345279,2015-06-06,41.771345,10.38999939,Western Mediterranean,157,2,3.031644,Temperate Northern Atlantic,Spain,Girona,6.5,41.771345,42,17.3031667,0.996206286,20.14855637,1.544243303,27.37744488,1.951730111,-0.062484785,2.442796421,2.370413835,18.60952048,2.901612256,0.111276712,3,4,3,29,33.33333333,33.33333333,3.188850624,Medium,Kelp,9,38
CAT8,912345280,2015-06-07,41.70711,11.00999928,Western Mediterranean,20,2,2.914398,Temperate Northern Atlantic,Spain,Girona,18,41.70711,42,16.85075005,0.567137146,19.29316776,1.940996254,26.49733394,-0.517005797,-1.724429022,0.165561254,2.370413835,18.60952048,2.901612256,0.066417498,1,2,4,49,33.33333333,8.333333333,3.188850624,Medium,Kelp,12,224
CAT9,912345281,2015-06-07,41.703013,11.00999928,Western Mediterranean,367,2,2.890903,Temperate Northern Atlantic,Spain,Girona,6,41.703013,42,16.92300002,0.53854415,19.31800117,1.909199759,26.5820006,-0.27951342,-1.835180323,0.231673331,2.370413835,18.60952048,2.901612256,0.067966201,2,4,3,84,20,13.33333333,3.188850624,Medium,Barren,15,366
CAT9,912345283,2015-06-07,41.703013,11.00999928,Western Mediterranean,191,2,2.890903,Temperate Northern Atlantic,Spain,Girona,8,41.703013,42,16.9630385,0.693369273,19.39530883,1.952398209,26.66069292,-0.058779255,-1.23548508,0.437483562,2.370413835,18.60952048,2.901612256,0.07931169,2,37,3,59,23.07692308,15.38461538,3.188850624,Medium,Kelp,13,1359
CBMP1,2001398,2010-07-27,-28.611,19.65999985,Tweed-Moreton,27,3,153.62831,Temperate Australasia,Australia,Cape Byron Marine Park,8,28.611,-29,22.01335536,1.354942315,12.59253904,1.284374488,28.30962488,0.893687082,0.261096457,0.037031274,1.7317347,12.13884863,2.089515329,0.369172753,20,376,10,68,15.625,31.25,1.905687105,Medium,Kelp,64,1227
CBMP2,2001400,2010-07-29,-28.6128,19.65999985,Tweed-Moreton,32,2,153.62873,Temperate Australasia,Australia,Cape Byron Marine Park,9,28.6128,-29,21.77654573,1.443557047,12.7966838,1.58040449,28.17488763,0.654997333,0.795580473,1.057234347,1.7317347,12.13884863,2.089515329,0.364468121,12,1137,12,408,24.48979592,24.48979592,1.905687105,Medium,Kelp,49,1806
CBMP3,2001402,2010-08-01,-28.638579,19.51000023,Tweed-Moreton,1,1,153.611141,Temperate Australasia,Australia,Cape Byron Marine Park,3.5,28.638579,-29,20.39304129,1.224594015,12.30816717,0.644471049,26.54712487,-2.228617175,-0.525105581,-1.384102677,1.7317347,12.13884863,2.089515329,0.252238504,1,1,7,203,58.33333333,8.333333333,1.905687105,Medium,Kelp,12,323
CG1,2001019,2009-05-14,-31.68207,20.84000015,Manning-Hawkesbury,318,1,152.90948,Temperate Australasia,Australia,Cod Grounds,27,31.68207,-32,19.87817449,0.617784027,12.41695068,0.794886151,26.08664983,-0.121609835,-1.414370338,0.621654095,2.063414453,12.25175514,2.155228719,0.145297881,2,3,3,13,30,20,1.955187766,High,Barren,10,64
CG1,2001290,2009-05-16,-31.68207,20.84000015,Manning-Hawkesbury,407,2,152.90948,Temperate Australasia,Australia,Cod Grounds,25,31.68207,-32,20.34760684,1.298139909,12.16278628,0.697396263,26.42899998,0.857728298,1.114067278,-0.328890909,2.063414453,12.25175514,2.155228719,0.213004317,2,5,3,14,21.42857143,14.28571429,1.955187766,High,Barren,14,273
CG1,2001293,2009-05-17,-31.68207,20.20000076,Manning-Hawkesbury,378,2,152.90948,Temperate Australasia,Australia,Cod Grounds,26,31.68207,-32,20.18245798,0.676058037,12.29425043,0.720950529,26.32958319,0.573333362,-1.197803973,0.162769573,2.063414453,12.25175514,2.155228719,0.292677062,4,4,2,7,11.11111111,22.22222222,1.955187766,High,Barren,18,373
CG2,2001108,2009-05-12,-31.68128,20.84000015,Manning-Hawkesbury,265,1,152.91078,Temperate Australasia,Australia,Cod Grounds,29,31.68128,-32,20.15416654,0.589740626,11.7916673,0.46841884,26.05000019,-0.226450996,-1.518589308,-1.716832275,2.063414453,12.25175514,2.155228719,0.093880262,1,1,NA,NA,NA,16.66666667,1.955187766,High,Barren,6,272
CG2,2001109,2009-05-14,-31.68128,20.84000015,Manning-Hawkesbury,290,1,152.91078,Temperate Australasia,Australia,Cod Grounds,28,31.68128,-32,20.01784351,0.597542892,12.10131321,1.333804619,26.06850011,-0.173529505,-1.489593392,-0.558792963,2.063414453,12.25175514,2.155228719,0.196723023,2,2,4,10,25,12.5,1.955187766,High,Barren,16,619
CG3,2001166,2009-05-14,-31.68309,20.84000015,Manning-Hawkesbury,330,2,152.90585,Temperate Australasia,Australia,Cod Grounds,26,31.68309,-32,20.17309449,1.098664596,12.40784541,1.086794409,26.37701719,0.709024619,0.372748068,0.587601456,2.063414453,12.25175514,2.155228719,0.306095185,8,115,7,115,24.13793103,27.5862069,1.955187766,High,Barren,29,745
CG3,2001167,2009-05-14,-31.68309,20.84000015,Manning-Hawkesbury,283,2,152.90585,Temperate Australasia,Australia,Cod Grounds,27,31.68309,-32,19.93625964,0.657105332,12.24228057,0.731276419,26.05739992,-0.205283078,-1.268238776,-0.031591608,2.063414453,12.25175514,2.155228719,0.329418886,6,17,7,392,28,24,1.955187766,High,Barren,25,1056
CG3,912346125,2016-04-19,-31.68309,23.02000046,Manning-Hawkesbury,216,2,152.90585,Temperate Australasia,Australia,Cod Grounds,25,31.68309,-32,20.32201536,1.209657984,12.34034409,0.778346838,26.49218741,1.03848434,0.785237863,0.335154463,2.063414453,12.25175514,2.155228719,0.289448055,5,13,3,42,18.75,31.25,1.955187766,High,Barren,16,12612
CG8,912346115,2016-04-21,-31.68254,23.02000046,Manning-Hawkesbury,274,2,152.90945,Temperate Australasia,Australia,Cod Grounds,25,31.68254,-32,20.34015198,1.168469465,12.49804411,1.399570381,26.58917403,1.315927471,0.632167089,0.924933986,2.063414453,12.25175514,2.155228719,0.330153251,5,17,4,18,17.39130435,21.73913043,1.955187766,High,Barren,23,1431
CG8,912346127,2016-04-21,-31.68254,23.02000046,Manning-Hawkesbury,223,1,152.90945,Temperate Australasia,Australia,Cod Grounds,26,31.68254,-32,20.14531219,0.830224448,12.46679224,1.366872899,26.37870831,0.713862299,-0.624868304,0.808055674,2.063414453,12.25175514,2.155228719,0.293520132,5,8,5,21,20.83333333,20.83333333,1.955187766,High,Barren,24,9620
CG9,2001309,2009-05-16,-31.6807,20.84000015,Manning-Hawkesbury,479,1,152.90872,Temperate Australasia,Australia,Cod Grounds,26,31.6807,-32,19.96103548,0.50601203,12.4559292,1.160295707,26.18900007,0.171176653,-1.829753711,0.76742916,2.063414453,12.25175514,2.155228719,0.181844314,1,1,2,5,14.28571429,7.142857143,1.955187766,High,Barren,14,330
CG9,2001310,2009-05-16,-31.6807,20.84000015,Manning-Hawkesbury,373,1,152.90872,Temperate Australasia,Australia,Cod Grounds,27,31.6807,-32,20.06503721,0.965835365,12.32207573,0.668032512,26.22607508,0.277234626,-0.120891265,0.266832931,2.063414453,12.25175514,2.155228719,0.318391887,4,5,6,12,30,20,1.955187766,High,Barren,20,91
CHMP-S1,3002534,2011-02-02,-37.50853,20.44000053,Cape Howe,76,2,149.9761,Temperate Australasia,Australia,Cape Howe,14,37.50853,-38,18.76830543,2.010661346,12.70213033,1.640965674,25.1193706,-0.519891911,2.093850782,0.303954673,2.388229971,12.58664383,2.152958711,0.25916819,4,70,12,354,44.44444444,14.81481481,2.146705476,High,Kelp,27,957
CHMP-S1,3002535,2011-02-02,-37.50853,20.44000053,Cape Howe,36,2,149.9761,Temperate Australasia,Australia,Cape Howe,14.1,37.50853,-38,18.44996243,1.714885061,13.01792584,1.418428676,24.95892535,-0.796538861,1.407930771,1.01024319,2.388229971,12.58664383,2.152958711,0.148723778,4,4,9,49,45,20,2.146705476,High,Kelp,20,281
CHMP-S1,3002536,2011-02-02,-37.50853,20.44000053,Cape Howe,118,1,149.9761,Temperate Australasia,Australia,Cape Howe,14.2,37.50853,-38,18.43707341,1.690706683,12.83391267,1.420446295,24.85402975,-0.977404599,1.351859901,0.598690829,2.388229971,12.58664383,2.152958711,0.120076948,1,1,7,31,41.17647059,5.882352941,2.146705476,High,Kelp,17,212
CHMP-S1,3002537,2011-02-02,-37.50853,20.44000053,Cape Howe,70,1,149.9761,Temperate Australasia,Australia,Cape Howe,14.3,37.50853,-38,18.59392177,1.691192787,12.53821956,1.124791323,24.86303155,-0.961883293,1.352987202,-0.062637913,2.388229971,12.58664383,2.152958711,0.14928936,1,1,6,37,37.5,6.25,2.146705476,High,Kelp,16,370
CHMP-S2,3000075,2009-03-02,-37.50712451,19.68000031,Cape Howe,286,1,149.9785678,Temperate Australasia,Australia,Cape Howe,9,37.50712451,-38,18.44644103,1.897814626,13.08841259,1.523836259,24.99064733,-0.741842396,1.83215359,1.167889457,2.388229971,12.58664383,2.152958711,0.137036251,2,12,7,39,41.17647059,11.76470588,2.146705476,High,Barren,17,157
CHMP-S2,3002538,2011-02-02,-37.50712451,20.44000053,Cape Howe,12,1,149.9785678,Temperate Australasia,Australia,Cape Howe,10,37.50712451,-38,18.83686841,2.230476525,12.63557953,1.78703147,25.15465818,-0.459047472,2.603613187,0.155111316,2.388229971,12.58664383,2.152958711,0.200871878,3,91,9,47,47.36842105,15.78947368,2.146705476,High,Kelp,19,493
CHMP-S2,3002539,2011-02-02,-37.50712451,20.44000053,Cape Howe,71,1,149.9785678,Temperate Australasia,Australia,Cape Howe,10.1,37.50712451,-38,18.23208927,1.68271141,13.45382225,1.942880259,24.9590004,-0.796409466,1.333318462,1.985141866,2.388229971,12.58664383,2.152958711,0.067972774,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,14,140
CHMP-S2,3002540,2011-02-02,-37.50712451,20.44000053,Cape Howe,230,2,149.9785678,Temperate Australasia,Australia,Cape Howe,10.2,37.50712451,-38,18.72780354,1.644732555,12.85703653,1.375951246,25.15632181,-0.456178959,1.245243598,0.650408213,2.388229971,12.58664383,2.152958711,0.122209578,2,5,5,41,35.71428571,14.28571429,2.146705476,High,Barren,14,2229
CHMP-S2,3002541,2011-02-02,-37.50712451,20.44000053,Cape Howe,141,2,149.9785678,Temperate Australasia,Australia,Cape Howe,10.3,37.50712451,-38,18.48435919,1.65894989,12.70534454,1.829204174,24.83703145,-1.006713831,1.278214308,0.311143366,2.388229971,12.58664383,2.152958711,0.155354479,2,2,7,43,43.75,12.5,2.146705476,High,Kelp,16,1160
CHMP-S3,3002542,2011-02-03,-37.564,20.44000053,Cape Howe,57,2,149.9179,Temperate Australasia,Australia,Cape Howe,9,37.564,-38,18.70908746,1.75123752,12.71342596,1.43475956,25.06580044,-0.612260005,1.492233943,0.329217762,2.388229971,12.58664383,2.152958711,0.079117756,2,9,7,45,35,10,2.146705476,High,Kelp,20,1216
CHMP-S3,3002543,2011-02-03,-37.564,20.44000053,Cape Howe,2,1,149.9179,Temperate Australasia,Australia,Cape Howe,9.1,37.564,-38,18.71069991,1.709360847,12.64373418,1.733142609,25.032567,-0.669562592,1.395119843,0.173349492,2.388229971,12.58664383,2.152958711,0.056919849,2,3,6,55,40,13.33333333,2.146705476,High,Kelp,15,362
CHMP-S3,3002544,2011-02-03,-37.564,20.44000053,Cape Howe,4,1,149.9179,Temperate Australasia,Australia,Cape Howe,9.2,37.564,-38,18.18740385,1.613470596,13.37634712,1.584839071,24.87557741,-0.940251145,1.17274555,1.811865828,2.388229971,12.58664383,2.152958711,0.145612604,1,60,8,43,61.53846154,7.692307692,2.146705476,High,Kelp,13,2770
CHMP-S3,3002545,2011-02-03,-37.564,20.44000053,Cape Howe,99,1,149.9179,Temperate Australasia,Australia,Cape Howe,9.3,37.564,-38,18.26607138,1.822790633,12.89892934,1.379296608,24.71553605,-1.216201701,1.658169195,0.744103044,2.388229971,12.58664383,2.152958711,0.166306251,1,29,7,38,50,7.142857143,2.146705476,High,Kelp,14,2314
CHMP-S3,912345058,2015-05-03,-37.564,17.87000084,Cape Howe,0,0,149.9179,Temperate Australasia,Australia,Cape Howe,10,37.564,-38,18.75313227,1.57659561,13.04414788,1.539935975,25.27520621,-0.251193099,1.087230612,1.068889754,2.388229971,12.58664383,2.152958711,0.196936312,3,33,6,40,35.29411765,17.64705882,2.146705476,High,Kelp,17,218
CHMP-S3,912345059,2015-05-04,-37.564,17.87000084,Cape Howe,0,0,149.9179,Temperate Australasia,Australia,Cape Howe,9.5,37.564,-38,18.24732888,1.681244152,12.75176408,2.153289041,24.62321092,-1.375392867,1.329915818,0.414962427,2.388229971,12.58664383,2.152958711,0.313861895,2,33,11,50,57.89473684,10.52631579,2.146705476,High,Kelp,19,210
CHMP-S4,3002546,2011-02-03,-37.5532,20.44000053,Cape Howe,197,2,149.912,Temperate Australasia,Australia,Cape Howe,7,37.5532,-38,18.51303254,1.727279813,13.31537062,1.542878048,25.17071785,-0.43135666,1.436674821,1.67548959,2.388229971,12.58664383,2.152958711,0.233952594,1,1,10,96,43.47826087,4.347826087,2.146705476,High,Kelp,23,196
CHMP-S4,3002547,2011-02-03,-37.5532,20.44000053,Cape Howe,16,2,149.912,Temperate Australasia,Australia,Cape Howe,7.1,37.5532,-38,18.05738153,1.715316725,13.06665899,1.508754198,24.59071103,-1.43143065,1.408931822,1.119236703,2.388229971,12.58664383,2.152958711,0.159252093,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,19,700
CHMP-S4,3002548,2011-02-03,-37.5532,20.44000053,Cape Howe,100,1,149.912,Temperate Australasia,Australia,Cape Howe,7.2,37.5532,-38,18.74954157,1.729621588,12.91186197,1.50106085,25.20547256,-0.371431015,1.442105515,0.773027367,2.388229971,12.58664383,2.152958711,0.115725379,4,92,6,56,33.33333333,22.22222222,2.146705476,High,Kelp,18,1440
CHMP-S4,3002549,2011-02-03,-37.5532,20.44000053,Cape Howe,57,1,149.912,Temperate Australasia,Australia,Cape Howe,7.3,37.5532,-38,18.32980877,1.946175261,12.85138323,1.277744103,24.75550038,-1.147293388,1.944304323,0.637764394,2.388229971,12.58664383,2.152958711,0.152244685,2,3,8,85,47.05882353,11.76470588,2.146705476,High,Kelp,17,569
CHMP-S5,3002550,2011-02-04,-37.50784,20.44000053,Cape Howe,40,1,149.9761,Temperate Australasia,Australia,Cape Howe,8,37.50784,-38,18.80657339,1.519331206,12.71755961,1.352693226,25.1653532,-0.440606635,0.95443159,0.338462846,2.388229971,12.58664383,2.152958711,0.113358929,1,2,6,90,35.29411765,5.882352941,2.146705476,High,Kelp,17,2978
CHMP-S5,3002551,2011-02-04,-37.50784,20.44000053,Cape Howe,39,2,149.9761,Temperate Australasia,Australia,Cape Howe,8.1,37.50784,-38,18.66067849,1.485081883,12.95778656,1.756106482,25.13957177,-0.485060143,0.875005697,0.875739432,2.388229971,12.58664383,2.152958711,0.180417434,2,2,8,104,38.0952381,9.523809524,2.146705476,High,Kelp,21,1734
CHMP-S5,3002552,2011-02-04,-37.50784,20.44000053,Cape Howe,161,2,149.9761,Temperate Australasia,Australia,Cape Howe,8.2,37.50784,-38,18.89473314,1.490912961,12.31220068,1.075883146,25.05083348,-0.638066711,0.888528258,-0.56813762,2.388229971,12.58664383,2.152958711,0.158901848,1,7,4,35,26.66666667,6.666666667,2.146705476,High,Kelp,15,2103
CHMP-S5,3002553,2011-02-04,-37.50784,20.44000053,Cape Howe,185,2,149.9761,Temperate Australasia,Australia,Cape Howe,8.3,37.50784,-38,18.85586356,1.453412747,12.85450076,1.61265783,25.28311394,-0.237558231,0.801563384,0.644736866,2.388229971,12.58664383,2.152958711,0.199471573,4,205,7,49,31.81818182,18.18181818,2.146705476,High,Kelp,22,1565
CHMP-S6,3002554,2011-02-04,-37.50987,20.44000053,Cape Howe,4,1,149.9735,Temperate Australasia,Australia,Cape Howe,7.2,37.50987,-38,18.22828121,1.678168075,13.40468845,1.876131757,24.93062544,-0.845334852,1.322782242,1.875252284,2.388229971,12.58664383,2.152958711,0.173690397,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,16,311
CHMP-S6,3002555,2011-02-04,-37.50987,20.44000053,Cape Howe,7,2,149.9735,Temperate Australasia,Australia,Cape Howe,7.3,37.50987,-38,18.88626654,1.485989288,12.38880097,1.042816432,25.08066702,-0.586626362,0.877110014,-0.396818193,2.388229971,12.58664383,2.152958711,0.216465665,1,1,3,31,20,6.666666667,2.146705476,High,Kelp,15,165
CHMP-S6,3002619,2011-02-04,-37.50987,20.44000053,Cape Howe,2,1,149.9735,Temperate Australasia,Australia,Cape Howe,7,37.50987,-38,18.47068745,1.495300006,12.89268827,1.47143851,24.91703158,-0.868773988,0.898702035,0.730144649,2.388229971,12.58664383,2.152958711,0.128626106,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,16,1643
CHMP-S7,3002556,2011-02-04,-37.52067,20.44000053,Cape Howe,82,2,149.9643,Temperate Australasia,Australia,Cape Howe,6.3,37.52067,-38,18.41364995,1.782427481,12.77403397,1.45561624,24.80066694,-1.069415177,1.564565024,0.464769861,2.388229971,12.58664383,2.152958711,0.114618493,1,1,6,62,40,6.666666667,2.146705476,High,Kelp,15,106
CHMP-S7,3002557,2011-02-04,-37.52067,20.44000053,Cape Howe,156,2,149.9643,Temperate Australasia,Australia,Cape Howe,6,37.52067,-38,18.52719111,1.529716749,12.92150087,1.623402683,24.98794154,-0.746507828,0.978516185,0.794585124,2.388229971,12.58664383,2.152958711,0.147869723,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,17,2913
CHMP-S7,3002558,2011-02-04,-37.52067,20.44000053,Cape Howe,193,2,149.9643,Temperate Australasia,Australia,Cape Howe,6.2,37.52067,-38,18.75848204,1.656975826,12.9687507,1.64758914,25.24285739,-0.306970404,1.273636355,0.900261135,2.388229971,12.58664383,2.152958711,0.073520399,2,101,5,52,35.71428571,14.28571429,2.146705476,High,Kelp,14,761
CHMP-S7,3002559,2011-02-04,-37.52067,20.44000053,Cape Howe,56,2,149.9643,Temperate Australasia,Australia,Cape Howe,6.1,37.52067,-38,18.52752933,1.680065012,12.70005962,1.430308845,24.87755914,-0.936834161,1.327181334,0.299323449,2.388229971,12.58664383,2.152958711,0.144369366,1,2,7,45,41.17647059,5.882352941,2.146705476,High,Kelp,17,100
CHMP-S8,3000076,2009-03-02,-37.51933059,19.68000031,Cape Howe,22,1,149.9629444,Temperate Australasia,Australia,Cape Howe,6,37.51933059,-38,18.08845453,1.945657386,13.07872824,1.517526001,24.62781864,-1.367448016,1.943103344,1.14623003,2.388229971,12.58664383,2.152958711,0.049330451,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,11,56
CHMP-S8,3002560,2011-02-05,-37.51933059,20.44000053,Cape Howe,9,2,149.9629444,Temperate Australasia,Australia,Cape Howe,5.2,37.51933059,-38,18.34169224,1.661523078,13.1033853,1.696859242,24.89338489,-0.909546689,1.284181661,1.201376467,2.388229971,12.58664383,2.152958711,0.165479961,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,13,313
CHMP-S8,3002561,2011-02-05,-37.51933059,20.44000053,Cape Howe,5,1,149.9629444,Temperate Australasia,Australia,Cape Howe,5.3,37.51933059,-38,18.55263628,1.67128251,12.70745528,1.077303363,24.90636392,-0.887167658,1.306814271,0.315864132,2.388229971,12.58664383,2.152958711,0.094373189,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,11,151
CHMP-S8,3002621,2011-02-05,-37.51933059,20.44000053,Cape Howe,37,2,149.9629444,Temperate Australasia,Australia,Cape Howe,5,37.51933059,-38,18.40529677,1.687633132,12.767532,1.462194516,24.78906277,-1.089423608,1.344732183,0.450227963,2.388229971,12.58664383,2.152958711,0.145277216,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,16,693
CHMP-S8,3002622,2011-02-05,-37.51933059,20.44000053,Cape Howe,20,2,149.9629444,Temperate Australasia,Australia,Cape Howe,5.1,37.51933059,-38,18.60596144,1.640485478,12.78384684,1.432312228,24.99788486,-0.729363114,1.235394413,0.486716706,2.388229971,12.58664383,2.152958711,0.071549844,NA,NA,NA,NA,NA,NA,2.146705476,High,Kelp,13,288
CHMP-S9,3000031,2008-04-13,-37.55564,17.97999954,Cape Howe,6,1,149.90763,Temperate Australasia,Australia,Cape Howe,5,37.55564,-38,18.41897908,1.762111421,12.99066738,1.377003653,24.91431277,-0.873461895,1.517451063,0.949278616,2.388229971,12.58664383,2.152958711,0.200942038,6,123,12,33,50,25,2.146705476,High,Kelp,24,340
CHMP-S9,3002529,2011-01-16,-37.55564,19.52000046,Cape Howe,12,1,149.90763,Temperate Australasia,Australia,Cape Howe,4,37.55564,-38,18.42927271,1.574390501,13.05963729,1.394933443,24.95909136,-0.796252624,1.082116853,1.103532405,2.388229971,12.58664383,2.152958711,0.161214107,2,2,11,41,50,9.090909091,2.146705476,High,Kelp,22,226
CHMP-S9,3002563,2011-02-05,-37.55564,20.44000053,Cape Howe,222,1,149.90763,Temperate Australasia,Australia,Cape Howe,5.2,37.55564,-38,18.92674027,1.400842363,12.8617893,1.528241072,25.35763492,-0.109065797,0.679650034,0.661037941,2.388229971,12.58664383,2.152958711,0.169060548,6,168,8,29,30.76923077,23.07692308,2.146705476,High,Barren,26,597
CHMP-S9,3002617,2011-02-01,-37.55564,20.44000053,Cape Howe,8,2,149.90763,Temperate Australasia,Australia,Cape Howe,9,37.55564,-38,18.75964461,1.45869866,12.76502715,1.31070235,25.14215819,-0.480600512,0.813821681,0.44462578,2.388229971,12.58664383,2.152958711,0.163848069,2,19,7,75,36.84210526,10.52631579,2.146705476,High,Kelp,19,477
CHMP-S9,3002618,2011-02-01,-37.55564,20.44000053,Cape Howe,153,1,149.90763,Temperate Australasia,Australia,Cape Howe,9.1,37.55564,-38,18.80901174,1.406382954,12.69254843,1.267386343,25.15528596,-0.457965024,0.69249894,0.282524396,2.388229971,12.58664383,2.152958711,0.102116008,2,10,8,167,38.0952381,9.523809524,2.146705476,High,Kelp,21,1382
CHMP-S9,3002623,2011-02-05,-37.55564,20.44000053,Cape Howe,186,2,149.90763,Temperate Australasia,Australia,Cape Howe,5,37.55564,-38,18.80710703,1.517087434,12.87639358,1.705887681,25.24530382,-0.30275216,0.949228172,0.693700966,2.388229971,12.58664383,2.152958711,0.162997838,7,81,10,104,35.71428571,25,2.146705476,High,Kelp,28,3251
CHMP-S9,3002624,2011-02-05,-37.55564,20.44000053,Cape Howe,230,1,149.90763,Temperate Australasia,Australia,Cape Howe,5.1,37.55564,-38,18.67603561,1.669063934,12.92588185,1.49543813,25.13897654,-0.486086464,1.301669283,0.804383342,2.388229971,12.58664383,2.152958711,0.164909989,4,36,7,31,33.33333333,19.04761905,2.146705476,High,Barren,21,970
